text,id,language,score,score_nor,score_category
"     die Arbeit der Autoren annerkannt und gefördert werden muss(auch wenn sie nicht meine Meinung vertreten),damit vielseitige Bildung bzw. politische Orientierung ermöglicht werden kann.",15,de,0.5023520382608696,0.0023520382608696044,positiv
"     ... ich die Wege der Verbreitung meiner Ideen selbst bestimmen will. Warum sind meine Ideen, die ich, manchmal sogar auch am Wochenende habe, weniger wert, als die Ideen von anderen, die ihr Geld in anderen Berufen verdienen?",16,de,0.438451972972973,-0.061548027027027,negativ
     ...ich so denke wie Sie.,17,de,0.527156455,0.027156454999999968,positiv
     ich gegen Monopolisierung von Wissen bin.,18,de,0.58437245,0.08437245000000004,positiv
     ...das gar keinen Zweifel erlaubt.,19,de,0.84876235,0.34876235,positiv
     wir freie Presse und unabhängige Autoren brauchen,20,de,0.56438405,0.06438405000000003,positiv
"     schon jetzt Kopieren in hohem Umfang an den Hochschulen und Schulen wie ein Kavaliersdelikt gehandhabt wird.",21,de,0.460372255,-0.03962774499999999,negativ
"     weil sie in einer Demokratie, für Bildung und eine vielfältige Verlagslandschaft unabdingbar ist.",22,de,0.54386693,0.04386692999999997,positiv
     Sonst in Kürze Lehrbücher und voraussichtlich auch andere Literatur in Deutschland vom Markt verschwinden würde. Das kann unsere Politik nicht wollen.,23,de,0.736442761904762,0.236442761904762,positiv
"     ich als Verlegerin eines geisteswissenschaftlichen Verlages gerne weiterhin mit Qualität Bücher verlegen will, die nicht vom Staat finanziert werden, sondern auch frei finanziert werden können und für die Honorar bezahlt werden kann - für eine freie Publikationslandschaft ohne Ausbeutung der geistigen Arbeit von AutorInnen und fehlende Wertschätzung der Arbeit in Verlagen. Gegen Abhängigkeit vom Staat und dessen indirekte Förderung der großen Wissenschaftsverlagskonzerne (DEAL). Als Wissenschaftlerin und Autorin möchte ich Auswahl bei den Publikationsmöglichkeiten behalten und möchte nicht abhängig von Wissenschaftskonzernen werden.",24,de,0.475461,-0.024538999999999977,negativ
"     ... es ein Irrglaube ist zu denken, Bücher entstehen mal so nebenbei, weil man nichts anderes zu tun hat. Dass staatlich bezahlte Arbeitszeit nicht fürs (privat honorierte!) Bücherschreiben verwendet wird, sollte allerdings selbstverständlich sein! Und wenn nicht, könnte man das ja wohl dienstrechtlich regeln. Ein Argument, einem Autor die Rechte an jeglicher publizistischer Freiheit zu nehmen, ist das jedenfalls nicht.",25,de,0.581801032786885,0.081801032786885,positiv
"     wenn Verlage/Autoren nicht ausreichend an den von ihnen erstellten Materialien verdienen können, werden weniger qualitativ hochwertige Materialien erstellt werden. Somit ergäbe sich auf lange Sicht ein Nachteil für Verlage, Autoren, Lehrer, Schüler - also alle Betroffenen.",26,de,0.3105250285714285,-0.1894749714285715,negativ
     Ich an den freien Geist und Individualität glaube.,27,de,0.51838495,0.018384949999999955,positiv
"     weil sie zur Demokratie gehört. Weitergedacht bedeutet der Gesetzentwurf, dass es sich in Zukunft nur noch Mitarbeiter von Bildungseinrichtungen leisten können, Lehrbücher zu schreiben - die Unabhängigkeit von Bildung und Lehre ist damit in Gefahr.",28,de,0.5122515588235294,0.012251558823529352,positiv
     bessere Bildung Publikationsfreiheit braucht.,29,de,0.50430803,0.004308030000000018,positiv
"     ich die Zukunft einer vielfältigen, anspruchsvollen und zielgruppenorientierten Bildung in Gefahr sehe und fürchte, dass die Politik mit ihren Plänen Gefahr läuft der Bildung, die sie anstrebt die Basis zu entziehen.",30,de,0.22500409677419347,-0.2749959032258065,negativ
     diese für Bildungsverlage existenziell wichtig sind!,31,de,0.57048795,0.07048794999999997,positiv
"     - Bildung zum höchsten Gut in Deutschland gehört",32,de,0.94343935,0.44343935,positiv
     mir der Zugang zu Bildung wichtig ist.,33,de,0.461156605,-0.038843395,negativ
     ich mir für meine berufliche Zukunft Freiheit und Mitspracherecht wünsche,34,de,0.534105645,0.03410564500000002,positiv
     ich freier Dokumentarfilme bin und es mich und meine Arbeit betrifft.,35,de,0.6928834,0.19288340000000004,positiv
     mir als freier Mensch und Filmemacher an einer breiten Meinungsvielfalt stark gelegen ist!,36,de,0.9471292,0.4471292,positiv
     ich als Autorin den Inhalten dieses Appells nur beipflichten kann.,37,de,0.48809032,-0.011909679999999978,negativ
     man gute Forschung und professionelle Publikationen nicht nur aus Idealismus betreiben kann.,38,de,0.59746265,0.09746264999999998,positiv
"     Heute eine Wissensgesellschaft nur dann eine Zukunft hat, wenn geistige Kreativität Wert geschätzt wird und geistiges Eigentum vor Raub und Enteignung geschützt wird.",39,de,0.8468509130434785,0.3468509130434785,positiv
     ich das Urheberrecht geschützt wissen will.,40,de,0.4071412,-0.09285880000000002,negativ
     sie in einer Demokratie eine Selbstverständlichkeit sein und bleiben sollte.,41,de,0.7589595499999999,0.2589595499999999,positiv
     es wichtig für unser Land und die Bildung ist.,42,de,0.59770225,0.09770224999999999,positiv
     meine Existenz auch davon abhängt.,43,de,0.50027263165,2.7263165000002143e-4,positiv
     ich selbst u.A. als Regisseurin und Autorin von Filmen für Unterrischtszwecke arbeite,44,de,0.61463875,0.11463875000000001,positiv
     alles andere einer Demokratie nich wirklich angemessen ist.,45,de,0.54051833,0.04051833000000005,positiv
     ich selbst dafür und davon lebe!,46,de,0.6019994,0.10199939999999996,positiv
"     Auch Autoren müssen für Ihre Arbeit bezahlt werden. Außerdem ist Medienkompetenz heute wichtiger denn je, also sollte man auch in den Bereich investieren.",47,de,0.6667869130434785,0.16678691304347848,positiv
     wir Kreative auch von etwas leben müssen...,48,de,0.65457,0.15456999999999999,positiv
     sie integraler Bestandteil der Meinungsfreiheit ist.,49,de,0.78956525,0.28956525,positiv
     ohne eine gute Bildungspolitik gibt es keine bzw. viel wenigere gute Filme mehr.,50,de,0.62662845,0.12662845,positiv
     ich Filmemacher bin und von dieser Arbeit leben will und muss.,51,de,0.38770285,-0.11229715000000001,negativ
"     ...weil eine Demokratie nur über die Meinungsbildung vieler existieren kann.",52,de,0.45304446,-0.04695554000000002,negativ
     die Rechte der Autoren auch weiterhin geschützt werden müssen.,53,de,0.4996365756,-3.6342439999997866e-4,negativ
     ich das System der Medienpädagogischen Zentren als unverzichtbare Einrichtung sehe.,54,de,0.516007035,0.016007035000000003,positiv
     freie Autoren und unabhängige Verlage einander gegenseitig bedingen. Keiner von uns kann ohne den/die anderen existieren!,55,de,0.42226600000000003,-0.07773399999999997,negativ
"     ich die Vielfalt der Verlage und Autorinnen und Autoren - und damit die Pluralität an Meinungen in der deutschen Wissenschafts- und Kulturlandschaft - bewahren möchte. Die Existenz kleinerer Verlage, die den Anspruch haben, (noch) unbekannte Schriftstellerinnen und Schriftsteller sowie nonkonforme Ideen in der Wissenschaft zu veröffentlichen, möchte ich unterstützen. Die Freiheit der Wissenschaft kann nur erhalten werden, wenn eine Vielfalt an Publikationen ermöglicht wird und das Recht der Autorinnen und Autoren auf die freie Verlagswahl unveräußerlich bleibt.",56,de,0.5836915866666665,0.08369158666666654,positiv
"     ich als Ärztin davon überzeugt bin, dass es wichtig und wertvoll ist , Bildung als ein sehr  hohes Gut  weit zu verbreiten. Bildung bedeutet Gesundheit.",57,de,0.9166666666666665,0.4166666666666665,positiv
     gute Produktionen und Inhalte finanziert werden müssen und die Qualität der Unterrichtsfilmproduktionen erhalten bleibt.,58,de,0.85223,0.35223000000000004,positiv
"     die bestehenden Strukturen, die die Qualität wissenschaftlicher Veröffentlichungen gewährleisten, in ihrer Finanzierung nicht von Werbung oder Sponsoren aus der Wirtschaft abhängig sein dürfen.",59,de,0.4481599130434785,-0.05184008695652148,negativ
"     ich möchte, dass die einzigartige Verlagslandschaft und Buch(handels)kultur in Deutschland erhalten bleibt als Garant für Qualität und Wertschätzung geistiger Arbeit.",60,de,0.58597195,0.08597195000000002,positiv
     diese zur Demokratie gehört und ich nur bei bedingungslosem Grundeinkommen meine Arbeit verschenken kann.,61,de,0.6494786,0.14947860000000002,positiv
     ... das eine essentielle Grundlage für die Arbeit von Fachmedien ist.,62,de,0.5795962,0.0795962,positiv
     sie unserer Bildung nutzt.,63,de,0.5,0,negativ
"     ..ich nicht möchte, dass die Leistung von AutorInnen und Verlagen entwertet wird.",64,de,0.421228,-0.07877200000000001,negativ
"     Die Publikationsfreiheit und das Urheberrecht dürfen nicht eingeschränkt werden, denn so wird auch die freie Meinungsäußerung eingeschränkt, eine der wichtigsten Grundlagen der Demokratie.",65,de,0.45162434782608696,-0.04837565217391304,negativ
     ich bei meinen Büchern bis jetzt zufriedenstellend mit meinen Verlagen gearbeitet habe und mir eine vielfältige Verlagslandschaft wichtig scheint.,66,de,0.68759715,0.18759715,positiv
     die Qualität von wissenschaftlichen Publikationen nicht abnehmen darf.,67,de,0.6377457,0.13774569999999997,positiv
     ich sie für wesentlich für unser Kulturleben halte.,68,de,0.6310263,0.13102630000000004,positiv
     ich in den Plänen der Bundesregierung zum Urheberrecht eine massive Bedrohung der Wissenschaftsfreiheit sehe.,69,de,0.5796451499999999,0.07964514999999994,positiv
"     alle Autor*innen das Recht an ihrem Werk behalten sollen. Nur wir haben zu entscheiden, wann, wo, von wem und unter welchen Bedingungen unsere Werke veröffentlicht werden.",70,de,0.589196576923077,0.08919657692307703,positiv
     vor allem Bildung wichtig ist.,71,de,0.5,0,negativ
     Ich selber Autorin bin und Einschränkungen meines Wirkens unter allen Umständen verhindern möchte!,72,de,0.58768665,0.08768664999999998,positiv
"     die derzeitig geltenden Rechte von wissenschaftlichen Autorinnen und Autoren als Urheber sowie ihr Recht auf eine freie Entscheidung, wann, wo, wie und zu welchen Konditionen sie ihre Werke veröffentlichen bestehen bleiben soll.",73,de,0.59383978125,0.09383978125000003,positiv
     das Urheberrecht nicht geschwächt werden darf.,74,de,0.387417,-0.11258299999999999,negativ
"     ich damit befürchte, dass der Weg zu TTIP, TiSa und Ceta geebnet werden soll/wird.",75,de,0.33469635,-0.16530365000000002,negativ
     siehe oben!,76,de,0.54590602,0.04590601999999999,positiv
     es Erfahrungsbasierte Fachbücher diskriminiert,77,de,0.5,0,negativ
     ohne diese eine Demokratie undenkbar ist. Aus diesem Grund muss auch weiterhin das Urheberrrecht unbedingt gewährleistet bleiben.,78,de,0.4443234,-0.05567660000000002,negativ
     ich mit der Argumentation meine Verlags völlig übereinstimme.,79,de,0.52838756,0.02838755999999998,positiv
"     weil ich das Urheberrecht bedroht sehe und es für ein wichtiges Gut für die Künstler halte, das deren Existenz sichert",80,de,1,0.5,positiv
"     der ""Arbeiter seines Lohnes Wert ist"" (die Bibel), das sollte auch für Autoren gelten",81,de,0.6513672,0.15136720000000004,positiv
"     ... es nicht sein kann, dass Autoren nicht mehr von ihrer Arbeit leben können. Ordentlich und gründlich zu recherchieren, gut und verständlich zu schreiben, braucht Zeit, Arbeitszeit und Leistung, die honoriert werden muss. Wenn sich die Politik und die Nutzer dieser Arbeit das nicht mehr leisten wollen, dann können sich Autoren bald nicht mehr leisten zu schreiben. Dann kopiert kostenlos, aber auch umsonst von leeren Seiten!",82,de,0.6515151515151515,0.1515151515151515,positiv
"     die Einräumung der Nutzungsrechte weiterhin nur Sache der Urheber (bzw. deren Verlage) bleiben und die Nutzung der Werke wie bisher vergütet werden sollte, nicht weniger.",83,de,0.475665452,-0.02433454800000001,negativ
     weil geistige Arbeit durch Wert und nicht durch Werbung finanziert werden sollte.,84,de,0.4423159,-0.057684100000000016,negativ
     sie genauso wichtig ist wie die Presse- und Meinungsfreiheit!,85,de,0.83375435,0.33375435,positiv
"     ich mich als Autorin wissenschaftlicher Texte benachteiligt fühle. Diese werden ohnehin in einer Weise vergütet, die allenfalls einer Aufwandsentschädigung entspricht. Die Autoren und die Verlage werden durch die vorgesehenen Neuregelungen belastet. Bildung und Wissenschaft werden dadurch letztlich nicht gefördert, sondern sogar geschädigt.",86,de,0.4971521261904762,-0.002847873809523782,negativ
"     ich der Meinung bin, dass alleine die Autoren und  gegebenenfalls Verlage das Recht haben sollen, über die weitere Veröffentlichung ihrer Werke zu bestimmen. Alles andere wäre eine Enteignung.",87,de,0.31266246428571454,-0.18733753571428546,negativ
     die vielfältige Verlagslandschaft in Deutschland ein starker Partner der Wissenschaft ist.,88,de,0.5371868,0.037186799999999964,positiv
     die ausschließliche Verwertungsrechte beim Urheber bleiben sollen.,89,de,0.46913795,-0.030862049999999974,negativ
"     ich in einer Demokratie lebe, die sich u.a. die freie Meinungsäußerung, die Pressefreiheit und den Schutz des Urheberrechts auf die Fahnen geschrieben hat. Mich erstaunen diese Pläne der Bundesregierung, dazu zu einer Zeit, in der die Einengung der Pressefreiheit usw. in anderen Ländern verurteilt wird.",90,de,0.722222222222222,0.222222222222222,positiv
"     ich selbst  Sachbuchautorin bin und wissenschaftliche Aufsätze veröffentlicht habe. ",91,de,0.530570985,0.030570984999999995,positiv
"     die Rechte für Autoren und Verlage nicht noch weiter eingeschränkt und ausgedünnt werden dürfen. Der große Einsatz, der von ihnen erbracht wird, muss geschützt werden.",92,de,0.35841428,-0.14158572000000003,negativ
     ...ich als Illustrator ganz direkt von einem gesetzlich geschützten Urheberrecht abhänge.,93,de,0.6069086,0.10690860000000002,positiv
"     geistiges Eigentum bislang auch in seiner geschützten Form die Wissenschaft und Forschung unterstützte und möglich machte. Die Novelle führt zu einer Enteignung von Urhebern und Verlagen, ohne daß diese durch Ansprüche des Gemeinwohls gerechtfertigt wären.",94,de,0.6814637142857145,0.1814637142857145,positiv
     Sie elementar wichtig für die Zukunft der Branche ist! Bitte bleiben Sie dran!,95,de,0.6016661,0.10166609999999998,positiv
"     ein ""staatliches Publikationswesen"" zum Verlust von Qualität und Vielfalt und somit von Bildung führen wird. Unsere Verfassung garantiert bislang Meinungs-, Presse- und Wissenschaftsfreiheit. Wissenschaftsfreiheit und geistiges Eigentum müssen respektiert werden.",96,de,0.7237602,0.22376019999999996,positiv
     ...die Vielfalt der Verlage in Deutschland das Fundament unserer Demokratie erhalten. Durch den Gesetzesentwurf wird diese Vielfalt infrage gestellt und die Demokratie in Deutschland würde bei der Verabschiedung dieses Gesetzes von ihren eigenen Repräsentanten geschwächt werden.,97,de,0.666373,0.166373,positiv
"     Es nicht sein kann, dass die kreative Arbeit von Autoren in dieser Form Per Gesetz einer Teilverstaatlichung unterliegt.",98,de,0.41792025,-0.08207975,negativ
"     - ich als Autorin mehrerer Bücher selbst davon betroffen bin",99,de,0.33262369999999997,-0.16737630000000003,negativ
"     nicht einzusehen ist, daß das mühsam errungene Urheberrecht mit pseudo-demokratischen Scheinargumenten ausgehöhlt wird.",100,de,0.11220395,-0.38779605,negativ
"     ...ich selbst Lehrbücher verfasst habe und nur zu gut weiß, welche Bedeutung die Partnerschaft mit einem professionellen Verlag hat: intensive Betreuung durch das Lektorat und die Mit-Gestaltung des Textes durch gute Karten und Abbildungen kosten Geld. Open Access kann solche Bedingungen, die letztlich den Lesern (= Studierenden) zugute kommen, nicht herstellen.",101,de,0.7,0.19999999999999996,positiv
"     der freie Diskurs im wissenschaftlichen Bereich, einschließlich der Publikationsrechte, geschützt werden muss.",102,de,0.5046387465,0.004638746499999957,positiv
"     sie für mich unverzichtbar ist und ich es für absolut falsch erachte, dass politische Entscheidungen, die mein geistiges Eigentum, meine persönlichen Urheberrechte, meine privatwirtschaftlich erbrachten Leistungen, mein Einkommen und meine Arbeitsgrundlage mit meinen Arbeitspartnern/Verlagen betreffen, ohne mein Einverständnis und gegen meine Interessen getroffen werden.  Ich fordere die Regierenden auf, Kulturschaffende in ihren Rechten, Leistungen, Entscheidungsfreiheiten und erarbeiteten Ansprüchen zu respektieren und Kulturschaffen zu fördern. Nur so bleiben kulturelle Vielfalt und Qualität möglich, auf deren Grundlage Bildung entstehen kann, denn auch Kulturschaffende leben nicht von Luft allein.",103,de,0.4586250465116279,-0.04137495348837211,negativ
"     Eine qualitativ hochwertige Arbeit muss immer auch gut honoriert werden. Die Wertschätzung für diese Arbeit geht verloren, wenn geistiges Eigentum ungeschützt vervielfältigt und genutzt werden darf. Kein Autor wird gute Schulbücher etc. entwickeln, wenn er diese Leistung nicht vernünftig honoriert bekommt.",104,de,0.39199143902439,-0.10800856097561001,negativ
"     die durch meine Publikation erbrachte Leistung, die außerhalb meiner Dienstzeit erfolgt (ich bin seit 8 Jahren im Ruhestand) erfolgte, eine entsprechende finanzielle Würdigung erhalten sollte.",105,de,0.495987976,-0.004012024000000003,negativ
"     ich für meine Publikation Leistungen außerhalb meiner Dienstzeit erbracht habe, für die Nutzer ihrerseits eine, in diesem Fall, finanzielle Leistung erbringen sollten.",106,de,0.6598954545454545,0.1598954545454545,positiv
"     meine Freiheit und meine Verantwortung als Autor nicht mit der Veröffentlichung aufhören. Gesetze, die ohne die Kommunikation mit Autoren und Autorinnen, erlassen werden, nehmen die Demokratie nicht ernst und verhindern demokratische Prozesse. Nur im Dialog und im gegenseitigen Lernen kann Bildung und Kultur für alle Wirklichkeit werden. Dazu gehört auch das Gespräch mit Autorinnen und Autoren, sowie den Verlagen, wenn  Urheberrechtsfragen verändert werden sollen.",107,de,0.471361,-0.028639000000000026,negativ
     ich von den Einnahmen der Bücher leben muss,108,de,0.52807075,0.028070750000000033,positiv
     es mein brot ist.,109,de,0.47569081,-0.02430918999999998,negativ
"     mir als Buchillustratorin sehr viel daran gelegen ist, die Urheberrechte an meinen Bildern zu schützen und gewahrt zu wissen und für die Nutzung auch eine angemessene Vergütung zu erhalten.",110,de,0.602037827586207,0.10203782758620705,positiv
"     der Wert geistigen Eigentums durch das Urheberrecht auf eine Weise geschützt ist, die auch kommenden Generationen vermittelt werden kann.",111,de,0.85819535,0.35819535,positiv
"     ich selbst als Autor und Trainer, Lehrer Skripte und Lehreinheiten verfasse und meine persönlichen Ideen und Konzeptionen dort als meine Merkmale definieren möchte.",112,de,0.5081596956521739,0.008159695652173893,positiv
"     es nicht unserem Rechtsempfinden entspricht, wenn Dritte ohne Zustimmung des geistigen Eigentümers, sich dessen Werke bedienen.",113,de,0.5863105,0.08631049999999996,positiv
"     für geistiges Eigentum nicht weniger gelten kann als für materelles Eigentum. Und Eigentum",114,de,0.513232755,0.013232754999999985,positiv
     ich als freier Autor unmittelbar betroffen bin.,115,de,0.30731339999999996,-0.19268660000000004,negativ
     Bücher Grundlebensmittel sind!,116,de,0.55960975,0.05960975000000002,positiv
"     ich als Illustrator und Urheber tausender von Zeichnungen (Schulbücher)",117,de,0.504709333,0.004709332999999982,positiv
     Die Arbeit des Autors ist doch geistiges  EIGENTUM ? Kann Enteignung angesagt sein ?,118,de,0.7543622999999999,0.25436229999999993,positiv
     kreative Leistungen zum Wertvollsten gehören und angemessenen Schutzes bedürfen.,119,de,0.56262205,0.06262204999999998,positiv
     die Entwendung geistigen Eigentums Diebstahl ist.,120,de,0.19794085,-0.30205915,negativ
     ich selbst Autorin bin.,121,de,0.520830095,0.020830094999999993,positiv
"     auf humanistisch-ethischen Prinzipien beruhende Freiheit von Wissenschaft, Lehre, Forschung, Meinungsäußerung in Wort und Schrift >eine< Basis unserer freiheitlich-demokratischen Rechtsordnung sowie >ein< Garant für sozial-ökonomische balancierte Prosperität ist.",122,de,0.931090142857143,0.431090142857143,positiv
"     Autor*innen und Verlage, die hochwertige wissenschaftliche Literatur auf den Markt bringen, dafür auch eine finanzielle Grundlage brauchen.",123,de,0.59577245,0.09577245000000001,positiv
"     In Werken steckt Lebenszeit als Dienstleistung. Diese bringen  Autoren, Gestalter, Redakteure usw. ein !  Für viele dieser Menschen ist es existenzielle bedeutsam, diese Lebenszeit auch angemessen honoriert zu bekommen. Die Steuergelder, die der Staat von der oben beschrieben Berufsgruppe einnimmt, kann er ja in die Umwidmung von CC-Lizenzen investieren, statt deren Arbeitsplätze in Gefahr zu bringen!",124,de,0.6281095789473685,0.12810957894736852,positiv
     es ohne kritische Autoren keinen Fortschritt gibt,125,de,0.04860300000000001,-0.451397,negativ
     diese zur Freiheit der Wissenschaft gehört.,126,de,0.510314195,0.01031419499999997,positiv
     die Diversifizierung von Quellen schon im Evangelium zu wichtigen Aussagen führen.,127,de,0.56576395,0.06576395000000002,positiv
     ... sonst die Verlagsvielfalt und damit die Wahlfreiheit der Autoren verloren geht.,128,de,0.30471780000000004,-0.19528219999999996,negativ
"     meine Kreativität und meine Forschungslust gerade die kleineren und mittleren Verlage braucht, um nicht zu verkümmern.",129,de,0.60610985,0.10610984999999995,positiv
"     die Digitalisierung - entgegen den Versprechungen, an die man längst nicht mehr glaubt, immer mehr zum Herrschaftsinstrument wird.",130,de,0.3536493,-0.1463507,negativ
"     Ich es für wichtig halte, dass in Schulen und Bibliotheken alle Medien frei genutzt werden sollen.",131,de,0.776608,0.27660799999999997,positiv
"     - ich als Producer, Autor und Medienberater nicht möchte, dass die Qualität unserer Bildungsmedien von den Launen und Zugeständnissen global agierendender Medienkonzerne wie YouTube, amazon & Co abhängig werden.",132,de,0.33274114814814804,-0.16725885185185196,negativ
"     ich nicht von Bertelsmann und Co. meine Meinung gemacht bekommen möchte, sondern unabhängige und vielfältige Information schätze.",133,de,0.514795855,0.014795855000000024,positiv
     die Sache ohne ausreichende Diskussionsgrundlage zu schnell beschlossen wird.,134,de,0.462210565,-0.03778943499999998,negativ
     hochwertige Bildungsmedien in Gefahr sind. Gleichermaßen darf nicht YouTube zur Haupquelle für Bildungsmedien werden.,135,de,0.04287225,-0.45712775,negativ
"     ich auch selbst Autorbin und damit selbst sehe wieviel Zeit und Mühe in den Publikationen steckt. Wenn sich dies nicht mehr wirtschaftlich rechnet, werden viele diese Arbeit aufgeben und damit auch keine alternativen Publikationen mehr erstellen.",136,de,0.415269527777778,-0.08473047222222202,negativ
"     wir die geistige Arbeit wertschätzen müssen. Der ""Geiz ist geil"" - Mentalität",137,de,0.7686728,0.26867280000000004,positiv
"     mich der Entwurf der ministeriellen Ideen nicht überzeugen kann - weil ich die Einschränkung verbriefter Rechte nicht mittragen will - weil ich die Argumentation des Bildungsministeriums für verschleiernd halte - weil ich den Initiator-inn-en dieses Aufrufs zur Publikationsfreiheit dankbar bin, denn sie vertreten nicht zuletzt auch meine persönlichen und gesellschaftlichen Interessen",138,de,0.3686302291666665,-0.1313697708333335,negativ
"     ich nicht will, dass aus dem Land der Dichter und Denker und Nobelpreisträger das Land von Superstars und Top-Models und Dschungelkönigen wird!",139,de,0.6012019130434785,0.10120191304347848,positiv
     Rechteinhaber fair vergütet werden müssen. Die Gesetzesvorlage gibt dem Staat so gut wie kostenfreien Zugang zu Publikationen und deren Nutzung.,140,de,1,0.5,positiv
"     meine Autorinnen/Autoren und ich als Verleger das Risiko selbst am besten kennen, das damit verbunden ist, neue Erkenntnisse  einer möglichst breiten Öffentlichkeit zugänglich zu machen. Wir sind durchaus nicht risikoscheu, aber es ist etwas dagegen zu haben, dass Verlagen die wirtschaftliche Grundlage genommen wird und es für sie kaum mehr lohnenswert ist, sich für bestimmte wissenschaftliche Inhalte zu engagieren, was wiederum auch den Urhebern weitaus geringere Möglichkeiten der Publikation lassen wird.",141,de,0.640845070422535,0.14084507042253502,positiv
     ... Publikationsfreiheit wichtig ist für ein qualitativ hochwertiges Bildungssystem.,142,de,0.5976723,0.09767230000000005,positiv
     diese Enteignung von Autoren und Verlagen zugleich einen massiven Rückgang bei der Entwicklung von wissenschaftlichen Büchern bringen wird.,143,de,0.62419825,0.12419824999999995,positiv
"     Ich unterstütze die Publikationsfreiheit, denn wenn Filmemacher ihre Werke nicht mehr realisieren können, weil z.B. die Finanzierungslücke im Budget eines bildungsrelevanten Dokumentarfilms nicht mehr mit einer entsprechenden Schullizenz geschlossen werden kann, dann leidet darunter langfristig die Produktion von wirklich guten Unterrichtsmedien und darunter leiden dann zwangsläufig unsere Kinder. Gravierende Verschlechterungen im Schulfilmangebot wären zu befürchten. Das muss unbedingt verhindert werden.",144,de,0.3333333333333335,-0.16666666666666652,negativ
"     Wissenschafliche Arbeiten werden ohne hin weit unter dem dafür notweendigen Aufwand entlohnt. Es darf nicht sein, dass Wissenschaft praktisch umsonst arbeitet.",145,de,0.27214780952380946,-0.22785219047619054,negativ
